mirnet,mir_id,mir_acc,symbol,embl,entrez,experiment,pmid
mirnet-hsa-1355,hsa-mir-133a,MIMAT0000427,KCNQ1,ENSG00000053918,3784,Western blot,17443681
mirnet-hsa-1356,hsa-mir-133a,MIMAT0000427,KCNQ1,ENSG00000282076,3784,Western blot,17443681
mirnet-hsa-1357,hsa-mir-133a,MIMAT0000427,CASP9,ENSG00000132906,842,activity assay,17715156
mirnet-hsa-1358,hsa-mir-133a,MIMAT0000427,KCNH2,ENSG00000055118,3757,Western blot,17344217
mirnet-hsa-1359,hsa-mir-133a,MIMAT0000427,HCN2,ENSG00000099822,610,Western blot,18458081
mirnet-hsa-1360,hsa-mir-133a,MIMAT0000427,PKM2,NA,NA,Western blot,18464261
mirnet-hsa-1361,hsa-mir-133a,MIMAT0000427,FSCN1,ENSG00000075618,6624,phenotypic sensor assay,20160723
mirnet-hsa-1362,hsa-mir-133a,MIMAT0000427,KLF15,ENSG00000163884,28999,Western blot,19720047
mirnet-hsa-1363,hsa-mir-133a,MIMAT0000427,RHOA,ENSG00000067560,387,Western blot,19644046
mirnet-hsa-1364,hsa-mir-133a,MIMAT0000427,KRT7,ENSG00000135480,3855,Western blot,19378336
mirnet-hsa-1365,hsa-mir-135a,MIMAT0000428,APC,ENSG00000134982,324,other,18632633
mirnet-hsa-1366,hsa-mir-135a,MIMAT0000428,FLAP,NA,NA,other,20194722
mirnet-hsa-1367,hsa-mir-135a,MIMAT0000428,JAK2,ENSG00000096968,3717,Western blot,19666866
mirnet-hsa-1368,hsa-mir-137,MIMAT0000429,CDK6,ENSG00000105810,1021,Western blot,18381414
mirnet-hsa-1369,hsa-mir-137,MIMAT0000429,E2F6,ENSG00000169016,1876,Western blot,18381414
mirnet-hsa-1370,hsa-mir-137,MIMAT0000429,NCOA2,ENSG00000140396,10499,Western blot,18381414
mirnet-hsa-1371,hsa-mir-137,MIMAT0000429,KLF4,ENSG00000136826,9314,other,22003227
mirnet-hsa-1372,hsa-mir-138,MIMAT0000430,RHOC,ENSG00000155366,389,Western blot,20232393
mirnet-hsa-1373,hsa-mir-138,MIMAT0000430,ROCK2,ENSG00000134318,9475,Western blot,20232393
mirnet-hsa-1374,hsa-mir-138,MIMAT0000430,KRT,NA,NA,immunocytochemistry,19998415
mirnet-hsa-1375,hsa-mir-140-5p,MIMAT0000431,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1376,hsa-mir-140-5p,MIMAT0000431,IGFBP5,ENSG00000115461,3488,other,19948051
mirnet-hsa-1377,hsa-mir-140-5p,MIMAT0000431,HDAC4,ENSG00000068024,9759,Western blot,19734943
mirnet-hsa-1378,hsa-mir-141,MIMAT0000432,CLOCK,ENSG00000134852,9575,other,15131085
mirnet-hsa-1379,hsa-mir-141,MIMAT0000432,TGFB2,ENSG00000092969,7042,Western blot,18483486
mirnet-hsa-1380,hsa-mir-141,MIMAT0000432,ZEB2,ENSG00000169554,9839,other,18925646
mirnet-hsa-1381,hsa-mir-141,MIMAT0000432,FOG2,NA,NA,other,20005803
mirnet-hsa-1382,hsa-mir-141,MIMAT0000432,ERBB2IP,NA,NA,other,20005803
mirnet-hsa-1383,hsa-mir-141,MIMAT0000432,BAP1,ENSG00000163930,8314,other,20005803
mirnet-hsa-1384,hsa-mir-141,MIMAT0000432,KLHL20,ENSG00000076321,27252,other,20005803
mirnet-hsa-1385,hsa-mir-141,MIMAT0000432,PTPRD,ENSG00000153707,5789,other,20005803
mirnet-hsa-1386,hsa-mir-141,MIMAT0000432,PTPRD,ENSG00000282932,5789,other,20005803
mirnet-hsa-1387,hsa-mir-141,MIMAT0000432,ELMO2,ENSG00000062598,63916,other,20005803
mirnet-hsa-1388,hsa-mir-141,MIMAT0000432,WDR37,ENSG00000047056,22884,other,20005803
mirnet-hsa-1389,hsa-mir-141,MIMAT0000432,MKK4,NA,NA,Western blot,19861690
mirnet-hsa-1390,hsa-mir-141,MIMAT0000432,SIP1,NA,NA,Western blot,19830559
mirnet-hsa-1391,hsa-mir-141,MIMAT0000432,JAG1,ENSG00000101384,182,Western blot,21224847
mirnet-hsa-1392,hsa-mir-141,MIMAT0000432,SERBP1,ENSG00000142864,26135,other,17637574
mirnet-hsa-1393,hsa-mir-141,MIMAT0000432,SFPQ,ENSG00000116560,6421,other,17637574
mirnet-hsa-1394,hsa-mir-141,MIMAT0000432,HMGB1,ENSG00000189403,3146,other,17637574
mirnet-hsa-1395,hsa-mir-143,MIMAT0000435,MAPK7,ENSG00000166484,5598,Western blot,15504739
mirnet-hsa-1396,hsa-mir-143,MIMAT0000435,KRAS,ENSG00000133703,3845,Western blot,19137007
mirnet-hsa-1397,hsa-mir-143,MIMAT0000435,ERK5,NA,NA,Western blot,19855844
mirnet-hsa-1398,hsa-mir-143,MIMAT0000435,DNMT3A,ENSG00000119772,1788,Western blot,19638978
mirnet-hsa-1399,hsa-mir-143,MIMAT0000435,FNDC3b,NA,NA,Western blot,19472311
mirnet-hsa-1400,hsa-mir-143,MIMAT0000435,ERK5,NA,NA,Western blot,19439999
mirnet-hsa-1401,hsa-mir-143,MIMAT0000435,Bcl-2,NA,NA,Western blot,20878132
mirnet-hsa-1402,hsa-mir-143,MIMAT0000435,MAPK7,ENSG00000166484,5598,Western blot,17504027
mirnet-hsa-1403,hsa-mir-145,MIMAT0000437,PARP8,ENSG00000151883,79668,other,15131085
mirnet-hsa-1404,hsa-mir-145,MIMAT0000437,IRS1,ENSG00000169047,3667,Western blot,17827156
mirnet-hsa-1405,hsa-mir-145,MIMAT0000437,MYC,ENSG00000136997,4609,Immunostaining,19202062
mirnet-hsa-1406,hsa-mir-145,MIMAT0000437,FSCN1,ENSG00000075618,6624,phenotypic sensor assay,20160723
mirnet-hsa-1407,hsa-mir-145,MIMAT0000437,CCNA2,ENSG00000145386,890,other,19996289
mirnet-hsa-1408,hsa-mir-145,MIMAT0000437,MUC1,ENSG00000185499,4582,Western blot,19996288
mirnet-hsa-1409,hsa-mir-145,MIMAT0000437,CLINT1,ENSG00000113282,9685,other,19915607
mirnet-hsa-1410,hsa-mir-145,MIMAT0000437,CBFB,ENSG00000067955,865,other,19915607
mirnet-hsa-1411,hsa-mir-145,MIMAT0000437,PPP3CA,ENSG00000138814,5530,other,19915607
mirnet-hsa-1412,hsa-mir-145,MIMAT0000437,FBXO28,ENSG00000143756,23219,other,19915607
mirnet-hsa-1413,hsa-mir-145,MIMAT0000437,ACBD3,ENSG00000182827,64746,other,19915607
mirnet-hsa-1414,hsa-mir-145,MIMAT0000437,USP46,ENSG00000109189,64854,other,19915607
mirnet-hsa-1415,hsa-mir-145,MIMAT0000437,RASA1,ENSG00000145715,5921,other,19915607
mirnet-hsa-1416,hsa-mir-145,MIMAT0000437,CCDC25,ENSG00000147419,55246,other,19915607
mirnet-hsa-1417,hsa-mir-145,MIMAT0000437,C11orf58,ENSG00000110696,10944,other,19915607
mirnet-hsa-1418,hsa-mir-145,MIMAT0000437,IGF-IR,NA,NA,Western blot,19502786
mirnet-hsa-1419,hsa-mir-145,MIMAT0000437,KRT7,ENSG00000135480,3855,Western blot,19378336
mirnet-hsa-1420,hsa-mir-145,MIMAT0000437,RTKN,ENSG00000114993,6242,Western blot,19360360
mirnet-hsa-1421,hsa-mir-152,MIMAT0000438,DNMT1,ENSG00000130816,1786,Western blot,20146264
mirnet-hsa-1422,hsa-mir-153,MIMAT0000439,FOXO1,ENSG00000150907,2308,Western blot,20028871
mirnet-hsa-1423,hsa-mir-153,MIMAT0000439,BCL2,ENSG00000171791,596,Western blot,19676043
mirnet-hsa-1424,hsa-mir-153,MIMAT0000439,MCL1,ENSG00000143384,4170,Western blot,19676043
mirnet-hsa-1425,hsa-mir-9,MIMAT0000441,BACE1,ENSG00000186318,23621,other,18434550
mirnet-hsa-1426,hsa-mir-9,MIMAT0000441,NTRK3,ENSG00000140538,4916,Western blot,17483472
mirnet-hsa-1427,hsa-mir-9,MIMAT0000441,PRDM1,ENSG00000057657,639,other,18583325
mirnet-hsa-1428,hsa-mir-9,MIMAT0000441,REST,ENSG00000084093,5978,Western blot,19118166
mirnet-hsa-1429,hsa-mir-9,MIMAT0000441,CDH1,ENSG00000039068,999,phenotypic sensor assay,20173740
mirnet-hsa-1430,hsa-mir-9,MIMAT0000441,FOXO1,ENSG00000150907,2308,Western blot,20028871
mirnet-hsa-1431,hsa-mir-9,MIMAT0000441,NFKB1,ENSG00000109320,4790,Western blot,19702828
mirnet-hsa-1432,hsa-mir-9,MIMAT0000441,CAMTA1,ENSG00000171735,23261,Western blot,21857646
mirnet-hsa-1433,hsa-mir-9*,MIMAT0000442,RCOR1,ENSG00000089902,23186,Western blot,19118166
mirnet-hsa-1434,hsa-mir-9*,MIMAT0000442,CAMTA1,ENSG00000171735,23261,Western blot,21857646
mirnet-hsa-1435,hsa-mir-125a-5p,MIMAT0000443,ERBB2,ENSG00000141736,2064,Western blot,17110380
mirnet-hsa-1436,hsa-mir-125a-5p,MIMAT0000443,ERBB3,ENSG00000065361,2065,Western blot,17110380
mirnet-hsa-1437,hsa-mir-125a-5p,MIMAT0000443,LIN28,NA,NA,other,16227573
mirnet-hsa-1438,hsa-mir-125a-5p,MIMAT0000443,ARID3B,ENSG00000179361,10620,Western blot,19881956
mirnet-hsa-1439,hsa-mir-125a-5p,MIMAT0000443,TP53,ENSG00000141510,7157,Western blot,19818772
mirnet-hsa-1440,hsa-mir-125a-5p,MIMAT0000443,HuR,NA,NA,Western blot,19875930
mirnet-hsa-1441,hsa-mir-126*,MIMAT0000444,SLC45A3,ENSG00000158715,85414,Western blot,18193184
mirnet-hsa-1442,hsa-mir-126,MIMAT0000445,VCAM1,ENSG00000162692,7412,Western blot,18227515
mirnet-hsa-1443,hsa-mir-126,MIMAT0000445,PIK3R2,ENSG00000105647,5296,Western blot,18663744
mirnet-hsa-1444,hsa-mir-126,MIMAT0000445,CRKL,ENSG00000099942,1399,Western blot,18602365
mirnet-hsa-1445,hsa-mir-126,MIMAT0000445,IRS1,ENSG00000169047,3667,Western blot,18834857
mirnet-hsa-1446,hsa-mir-126,MIMAT0000445,VEGFA,ENSG00000112715,7422,other,19223090
mirnet-hsa-1447,hsa-mir-126,MIMAT0000445,TOM1,ENSG00000100284,10043,Western blot,20083669
mirnet-hsa-1448,hsa-mir-126,MIMAT0000445,VEGFA,ENSG00000112715,7422,Western blot,21249429
mirnet-hsa-1449,hsa-mir-126,MIMAT0000445,PIK3R2,ENSG00000105647,5296,Western blot,21249429
mirnet-hsa-1450,hsa-mir-127-3p,MIMAT0000446,BCL6,ENSG00000113916,604,Western blot,16766263
mirnet-hsa-1451,hsa-mir-127-3p,MIMAT0000446,BLIMP1,NA,NA,Western blot,19530237
mirnet-hsa-1452,hsa-mir-127-3p,MIMAT0000446,XBP1,ENSG00000100219,7494,other,19530237
mirnet-hsa-1453,hsa-mir-146a,MIMAT0000449,IRAK1,ENSG00000184216,3654,other,18759964
mirnet-hsa-1454,hsa-mir-146a,MIMAT0000449,TRAF6,ENSG00000175104,7189,other,18759964
mirnet-hsa-1455,hsa-mir-146a,MIMAT0000449,BRCA2,ENSG00000139618,675,other,18660546
mirnet-hsa-1456,hsa-mir-146a,MIMAT0000449,BRCA1,ENSG00000012048,672,other,18660546
mirnet-hsa-1457,hsa-mir-146a,MIMAT0000449,CXCR4,ENSG00000121966,7852,other,18568019
mirnet-hsa-1458,hsa-mir-146a,MIMAT0000449,TBP,ENSG00000112592,6908,Western blot,20451497
mirnet-hsa-1459,hsa-mir-146a,MIMAT0000449,MCP2,NA,NA,ELISA,20181935
mirnet-hsa-1460,hsa-mir-146a,MIMAT0000449,CCNA2,ENSG00000145386,890,other,19944095
mirnet-hsa-1461,hsa-mir-146a,MIMAT0000449,PA2G4,ENSG00000170515,5036,other,19944095
mirnet-hsa-1462,hsa-mir-146a,MIMAT0000449,BRCA1,ENSG00000012048,672,other,19944095
mirnet-hsa-1463,hsa-mir-146a,MIMAT0000449,FADD,ENSG00000168040,8772,Western blot,19965651
mirnet-hsa-1464,hsa-mir-146a,MIMAT0000449,METTL7A,ENSG00000185432,25840,other,19944095
mirnet-hsa-1465,hsa-mir-146a,MIMAT0000449,CDKN3,ENSG00000100526,1033,other,19944095
mirnet-hsa-1466,hsa-mir-146a,MIMAT0000449,PRR15,ENSG00000176532,222171,other,19944095
mirnet-hsa-1467,hsa-mir-146a,MIMAT0000449,MCPH1,ENSG00000147316,79648,other,19944095
mirnet-hsa-1468,hsa-mir-146a,MIMAT0000449,MCPH1,ENSG00000285262,79648,other,19944095
mirnet-hsa-1469,hsa-mir-146a,MIMAT0000449,MCM10,ENSG00000065328,55388,other,19944095
mirnet-hsa-1470,hsa-mir-146a,MIMAT0000449,POLE2,ENSG00000100479,5427,other,19944095
mirnet-hsa-1471,hsa-mir-146a,MIMAT0000449,PDIK1L,ENSG00000175087,149420,other,19944095
mirnet-hsa-1472,hsa-mir-146a,MIMAT0000449,VWCE,ENSG00000167992,220001,other,19944095
mirnet-hsa-1473,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000227507,4050,other,19944095
mirnet-hsa-1474,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000204487,4050,other,19944095
mirnet-hsa-1475,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000236237,4050,other,19944095
mirnet-hsa-1476,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000231314,4050,other,19944095
mirnet-hsa-1477,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000238114,4050,other,19944095
mirnet-hsa-1478,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000223448,4050,other,19944095
mirnet-hsa-1479,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000206437,4050,other,19944095
mirnet-hsa-1480,hsa-mir-146a,MIMAT0000449,LTB,ENSG00000236925,4050,other,19944095
mirnet-hsa-1481,hsa-mir-146a,MIMAT0000449,ELL3,ENSG00000128886,80237,other,19944095
mirnet-hsa-1482,hsa-mir-146a,MIMAT0000449,RAD54L,ENSG00000085999,8438,other,19944095
mirnet-hsa-1483,hsa-mir-146a,MIMAT0000449,KIF22,ENSG00000079616,3835,other,19944095
mirnet-hsa-1484,hsa-mir-146a,MIMAT0000449,CFH,ENSG00000000971,3075,other,19944095
mirnet-hsa-1485,hsa-mir-146a,MIMAT0000449,TMSL8,NA,NA,other,19944095
mirnet-hsa-1486,hsa-mir-146a,MIMAT0000449,MR1,ENSG00000153029,3140,other,19944095
mirnet-hsa-1487,hsa-mir-146a,MIMAT0000449,ATOH8,ENSG00000168874,84913,other,19944095
mirnet-hsa-1488,hsa-mir-146a,MIMAT0000449,UHRF1,ENSG00000276043,29128,other,19944095
mirnet-hsa-1489,hsa-mir-146a,MIMAT0000449,TRIM14,ENSG00000106785,9830,other,19944095
mirnet-hsa-1490,hsa-mir-146a,MIMAT0000449,COL13A1,ENSG00000197467,1305,other,19944095
mirnet-hsa-1491,hsa-mir-146a,MIMAT0000449,TIMELESS,ENSG00000111602,8914,other,19944095
mirnet-hsa-1492,hsa-mir-146a,MIMAT0000449,PBLD,ENSG00000108187,64081,other,19944095
mirnet-hsa-1493,hsa-mir-146a,MIMAT0000449,BLMH,ENSG00000108578,642,other,19944095
mirnet-hsa-1494,hsa-mir-146a,MIMAT0000449,NFIX,ENSG00000008441,4784,other,19944095
mirnet-hsa-1495,hsa-mir-146a,MIMAT0000449,PEX11G,ENSG00000104883,92960,other,19944095
mirnet-hsa-1496,hsa-mir-146a,MIMAT0000449,SDCBP2,ENSG00000125775,27111,other,19944095
mirnet-hsa-1497,hsa-mir-146a,MIMAT0000449,PLEKHA4,ENSG00000105559,57664,other,19944095
mirnet-hsa-1498,hsa-mir-146a,MIMAT0000449,IRF-5,NA,NA,Western blot,19333922
mirnet-hsa-1499,hsa-mir-146a,MIMAT0000449,STAT1,ENSG00000115415,6772,Western blot,19333922
mirnet-hsa-1500,hsa-mir-150,MIMAT0000451,MYB,ENSG00000118513,4602,Western blot,18667440
mirnet-hsa-1501,hsa-mir-150,MIMAT0000451,CCNE1,ENSG00000105173,898,Immunoblot analysis,19117988
mirnet-hsa-1502,hsa-mir-150,MIMAT0000451,MYB,ENSG00000118513,4602,Western blot,18814950
mirnet-hsa-1503,hsa-mir-150,MIMAT0000451,MYB,ENSG00000118513,4602,Western blot,18539114
mirnet-hsa-1504,hsa-mir-150,MIMAT0000451,P2RX7,ENSG00000089041,5027,other,18682393
mirnet-hsa-1505,hsa-mir-150,MIMAT0000451,EGR2,ENSG00000122877,1959,other,20067763
mirnet-hsa-1506,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000145113,4585,Western blot,21983127
mirnet-hsa-1507,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000277585,4585,Western blot,21983127
mirnet-hsa-1508,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000273822,4585,Western blot,21983127
mirnet-hsa-1509,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000278468,4585,Western blot,21983127
mirnet-hsa-1510,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000275164,4585,Western blot,21983127
mirnet-hsa-1511,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000273984,4585,Western blot,21983127
mirnet-hsa-1512,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000276613,4585,Western blot,21983127
mirnet-hsa-1513,hsa-mir-150,MIMAT0000451,MUC4,ENSG00000278303,4585,Western blot,21983127
mirnet-hsa-1514,hsa-mir-184,MIMAT0000454,AKT2,ENSG00000105221,208,Western blot,20409325
mirnet-hsa-1515,hsa-mir-184,MIMAT0000454,NFAT1,NA,NA,Western blot,19286996
mirnet-hsa-1516,hsa-mir-185,MIMAT0000455,CCNE1,ENSG00000105173,898,other,19688090
mirnet-hsa-1517,hsa-mir-185,MIMAT0000455,CDK6,ENSG00000105810,1021,other,19688090
mirnet-hsa-1518,hsa-mir-185,MIMAT0000455,AKT1,ENSG00000142208,207,other,19688090
mirnet-hsa-1519,hsa-mir-185,MIMAT0000455,HMGA2,ENSG00000149948,8091,other,19688090
mirnet-hsa-1520,hsa-mir-185,MIMAT0000455,CORO2B,ENSG00000103647,10391,other,19688090
mirnet-hsa-1521,hsa-mir-186,MIMAT0000456,FOXO1,ENSG00000150907,2308,Western blot,20028871
mirnet-hsa-1522,hsa-mir-193a-3p,MIMAT0000459,E2F6,ENSG00000169016,1876,Western blot,18381414
mirnet-hsa-1523,hsa-mir-193a-3p,MIMAT0000459,PTK2,ENSG00000169398,5747,Western blot,18381414
mirnet-hsa-1524,hsa-mir-193a-3p,MIMAT0000459,MCL1,ENSG00000143384,4170,Western blot,18381414
mirnet-hsa-1525,hsa-mir-195,MIMAT0000461,CCND1,ENSG00000110092,595,other,18701644
mirnet-hsa-1526,hsa-mir-195,MIMAT0000461,E2F3,ENSG00000112242,1871,Western blot,19441017
mirnet-hsa-1527,hsa-mir-195,MIMAT0000461,CCND1,ENSG00000110092,595,Western blot,19441017
mirnet-hsa-1528,hsa-mir-195,MIMAT0000461,CDK6,ENSG00000105810,1021,Western blot,19441017
mirnet-hsa-1529,hsa-mir-206,MIMAT0000462,GJA1,ENSG00000152661,2697,other,18155131
mirnet-hsa-1530,hsa-mir-206,MIMAT0000462,TAC1,ENSG00000006128,6863,other,17855557
mirnet-hsa-1531,hsa-mir-206,MIMAT0000462,ESR1,ENSG00000091831,2099,Western blot,17312270
mirnet-hsa-1532,hsa-mir-206,MIMAT0000462,MET,ENSG00000105976,4233,other,19710019
mirnet-hsa-1533,hsa-mir-206,MIMAT0000462,ESR1,ENSG00000091831,2099,other,19684618
mirnet-hsa-1534,hsa-mir-320a,MIMAT0000510,MCL1,ENSG00000143384,4170,Western blot,19070389
mirnet-hsa-1535,hsa-mir-200c,MIMAT0000617,ZEB1,ENSG00000148516,6935,Western blot,18483486
mirnet-hsa-1536,hsa-mir-200c,MIMAT0000617,FOG2,NA,NA,other,20005803
mirnet-hsa-1537,hsa-mir-200c,MIMAT0000617,ERBB2IP,NA,NA,other,20005803
mirnet-hsa-1538,hsa-mir-200c,MIMAT0000617,BAP1,ENSG00000163930,8314,other,20005803
mirnet-hsa-1539,hsa-mir-200c,MIMAT0000617,KLHL20,ENSG00000076321,27252,other,20005803
mirnet-hsa-1540,hsa-mir-200c,MIMAT0000617,PTPRD,ENSG00000153707,5789,other,20005803
mirnet-hsa-1541,hsa-mir-200c,MIMAT0000617,PTPRD,ENSG00000282932,5789,other,20005803
mirnet-hsa-1542,hsa-mir-200c,MIMAT0000617,ELMO2,ENSG00000062598,63916,other,20005803
mirnet-hsa-1543,hsa-mir-200c,MIMAT0000617,WDR37,ENSG00000047056,22884,other,20005803
mirnet-hsa-1544,hsa-mir-200c,MIMAT0000617,ERRFI1,ENSG00000116285,54206,other,19671845
mirnet-hsa-1545,hsa-mir-200c,MIMAT0000617,ZEB1,ENSG00000148516,6935,phenotypic analysis of target gene,19502803
mirnet-hsa-1546,hsa-mir-200c,MIMAT0000617,JAG1,ENSG00000101384,182,Western blot,21224847
mirnet-hsa-1547,hsa-mir-155,MIMAT0000646,AGTR1,ENSG00000144891,185,radioreceptor binding assays,16675453
mirnet-hsa-1548,hsa-mir-155,MIMAT0000646,BACH1,ENSG00000156273,571,other,17881434
mirnet-hsa-1549,hsa-mir-155,MIMAT0000646,LDOC1,ENSG00000182195,23641,other,17881434
mirnet-hsa-1550,hsa-mir-155,MIMAT0000646,MATR3,ENSG00000015479,9782,other,17881434
mirnet-hsa-1551,hsa-mir-155,MIMAT0000646,MATR3,ENSG00000280987,9782,other,17881434
mirnet-hsa-1552,hsa-mir-155,MIMAT0000646,TM6SF1,ENSG00000136404,53346,other,17881434
mirnet-hsa-1553,hsa-mir-155,MIMAT0000646,AGTR1,ENSG00000144891,185,other,17588946
mirnet-hsa-1554,hsa-mir-155,MIMAT0000646,AGTR1,ENSG00000144891,185,other,17668390
mirnet-hsa-1555,hsa-mir-155,MIMAT0000646,RHOA,ENSG00000067560,387,immunoblotting,18794355
mirnet-hsa-1556,hsa-mir-155,MIMAT0000646,ETS1,ENSG00000134954,2113,other,18950466
mirnet-hsa-1557,hsa-mir-155,MIMAT0000646,MEIS1,ENSG00000143995,4211,Western blot,18950466
mirnet-hsa-1558,hsa-mir-155,MIMAT0000646,MAP3K7IP2,NA,NA,other,19193853
mirnet-hsa-1559,hsa-mir-155,MIMAT0000646,CYR61,NA,NA,Western blot,20452491
mirnet-hsa-1560,hsa-mir-155,MIMAT0000646,MyD88,NA,NA,Western blot,20219467
mirnet-hsa-1561,hsa-mir-155,MIMAT0000646,FOXO3,ENSG00000118689,2309,Western blot,20371610
mirnet-hsa-1562,hsa-mir-155,MIMAT0000646,SOCS1,ENSG00000185338,8651,Immunofluorescence,20354188
mirnet-hsa-1563,hsa-mir-155,MIMAT0000646,SHIP,NA,NA,Western blot,19890474
mirnet-hsa-1564,hsa-mir-155,MIMAT0000646,CEBPB,ENSG00000172216,1051,Western blot,19887047
mirnet-hsa-1565,hsa-mir-155,MIMAT0000646,JARID2,ENSG00000008083,3720,other,19759154
mirnet-hsa-1566,hsa-mir-155,MIMAT0000646,KGF,NA,NA,ELISA,19701459
mirnet-hsa-1567,hsa-mir-155,MIMAT0000646,IKBKE,ENSG00000263528,9641,Western blot,19650740
mirnet-hsa-1568,hsa-mir-155,MIMAT0000646,SMAD2,ENSG00000175387,4087,Western blot,19650740
mirnet-hsa-1569,hsa-mir-155,MIMAT0000646,FADD,ENSG00000168040,8772,Western blot,19650740
mirnet-hsa-1570,hsa-mir-155,MIMAT0000646,MeCP2,NA,NA,Western blot,19897480
mirnet-hsa-1571,hsa-mir-155,MIMAT0000646,CCND1,ENSG00000110092,595,other,19538740
mirnet-hsa-1572,hsa-mir-155,MIMAT0000646,SPI1,ENSG00000066336,6688,Western blot,19386588
mirnet-hsa-1573,hsa-mir-155,MIMAT0000646,CTLA-4,NA,NA,flow cytometry,20673989
mirnet-hsa-1574,hsa-mir-106b,MIMAT0000680,TAF6L,ENSG00000162227,10629,other,18728182
mirnet-hsa-1575,hsa-mir-106b,MIMAT0000680,ITCH,ENSG00000078747,83737,Western blot,19096009
mirnet-hsa-1576,hsa-mir-106b,MIMAT0000680,E2F1,ENSG00000101412,1869,Western blot,19486339
mirnet-hsa-1577,hsa-mir-106b,MIMAT0000680,CDKN1A,ENSG00000124762,1026,Western blot,19422085
mirnet-hsa-1578,hsa-mir-106b,MIMAT0000680,E2F1,ENSG00000101412,1869,Western blot,18328430
mirnet-hsa-1579,hsa-mir-106b,MIMAT0000680,CDKN1A,ENSG00000124762,1026,Western blot,18328430
mirnet-hsa-1580,hsa-mir-106b,MIMAT0000680,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1581,hsa-mir-106b,MIMAT0000680,CDKN1A,ENSG00000124762,1026,Western blot,18212054
mirnet-hsa-1582,hsa-mir-29c,MIMAT0000681,DNMT3A,ENSG00000119772,1788,other,17890317
mirnet-hsa-1583,hsa-mir-29c,MIMAT0000681,DNMT3B,ENSG00000088305,1789,other,17890317
mirnet-hsa-1584,hsa-mir-29c,MIMAT0000681,COL3A1,ENSG00000168542,1281,other,18390668
mirnet-hsa-1585,hsa-mir-29c,MIMAT0000681,COL4A1,ENSG00000187498,1282,other,18390668
mirnet-hsa-1586,hsa-mir-29c,MIMAT0000681,COL15A1,ENSG00000204291,1306,other,18390668
mirnet-hsa-1587,hsa-mir-29c,MIMAT0000681,LAMC1,ENSG00000135862,3915,other,18390668
mirnet-hsa-1588,hsa-mir-29c,MIMAT0000681,TDG,ENSG00000139372,6996,other,18390668
mirnet-hsa-1589,hsa-mir-29c,MIMAT0000681,FUSIP1,NA,NA,other,18390668
mirnet-hsa-1590,hsa-mir-29c,MIMAT0000681,COL1A1,ENSG00000108821,1277,other,18390668
mirnet-hsa-1591,hsa-mir-29c,MIMAT0000681,COL1A2,ENSG00000164692,1278,other,18390668
mirnet-hsa-1592,hsa-mir-29c,MIMAT0000681,COL4A2,ENSG00000134871,1284,other,18390668
mirnet-hsa-1593,hsa-mir-29c,MIMAT0000681,FBN1,ENSG00000166147,2200,other,18390668
mirnet-hsa-1594,hsa-mir-29c,MIMAT0000681,CDC42,ENSG00000070831,998,Western blot,19079265
mirnet-hsa-1595,hsa-mir-29c,MIMAT0000681,PIK3R1,ENSG00000145675,5295,Western blot,19079265
mirnet-hsa-1596,hsa-mir-200a,MIMAT0000682,ZEB2,ENSG00000169554,9839,other,18376396
mirnet-hsa-1597,hsa-mir-200a,MIMAT0000682,ZEB1,ENSG00000148516,6935,other,18376396
mirnet-hsa-1598,hsa-mir-200a,MIMAT0000682,ZEB2,ENSG00000169554,9839,other,20037478
mirnet-hsa-1599,hsa-mir-200a,MIMAT0000682,FOG2,NA,NA,other,20005803
mirnet-hsa-1600,hsa-mir-200a,MIMAT0000682,ERBB2IP,NA,NA,other,20005803
mirnet-hsa-1601,hsa-mir-200a,MIMAT0000682,BAP1,ENSG00000163930,8314,other,20005803
mirnet-hsa-1602,hsa-mir-200a,MIMAT0000682,KLHL20,ENSG00000076321,27252,other,20005803
mirnet-hsa-1603,hsa-mir-200a,MIMAT0000682,PTPRD,ENSG00000153707,5789,other,20005803
mirnet-hsa-1604,hsa-mir-200a,MIMAT0000682,PTPRD,ENSG00000282932,5789,other,20005803
mirnet-hsa-1605,hsa-mir-200a,MIMAT0000682,ELMO2,ENSG00000062598,63916,other,20005803
mirnet-hsa-1606,hsa-mir-200a,MIMAT0000682,WDR37,ENSG00000047056,22884,other,20005803
mirnet-hsa-1607,hsa-mir-200a,MIMAT0000682,CTNNBIP1,ENSG00000178585,56998,Western blot,19703993
