mirnet,mir_id,mir_acc,symbol,embl,entrez,experiment,pmid
mirnet-hsa-1864,hsa-mir-34b,MIMAT0004676,BCL2,ENSG00000171791,596,Western blot,18803879
mirnet-hsa-1865,hsa-mir-34b,MIMAT0004676,MYC,ENSG00000136997,4609,Immunofluorescence,18802929
mirnet-hsa-1866,hsa-mir-424*,MIMAT0004749,LGALS3,ENSG00000131981,3958,Western blot,17889671
mirnet-hsa-1867,hsa-mir-516a-5p,MIMAT0004770,KLK10,ENSG00000129451,5655,Western blot,20354523
mirnet-hsa-1868,hsa-mir-516a-5p,MIMAT0004770,SULF1,ENSG00000137573,23213,Western blot,21169410
mirnet-hsa-1869,hsa-mir-615-5p,MIMAT0004804,KRT,NA,NA,immunocytochemistry,19998415
mirnet-hsa-1870,hsa-mir-616,MIMAT0004805,TFPI-2,NA,NA,other,21224345
mirnet-hsa-1871,hsa-mir-708,MIMAT0004926,ZEB2,ENSG00000169554,9839,other,21852381
mirnet-hsa-1872,hsa-mir-708,MIMAT0004926,BMI1,ENSG00000168283,648,other,21852381
mirnet-hsa-1873,hsa-mir-708,MIMAT0004926,Survivin,NA,NA,other,21852381
mirnet-hsa-1874,hsa-mir-1285,MIMAT0005876,TP53,ENSG00000141510,7157,Western blot,20417621
mirnet-hsa-1875,has-let-71f1,NA,KRAS,ENSG00000133703,3845,other,19179606
mirnet-hsa-1876,has-let-71f1,NA,HMGA2,ENSG00000149948,8091,other,19179606
mirnet-hsa-1877,has-let-71f1,NA,HMGA1,ENSG00000137309,3159,other,19179606
mirnet-hsa-1878,has-let-7a3b,NA,KRAS,ENSG00000133703,3845,other,19179606
mirnet-hsa-1879,has-let-7a3b,NA,HMGA2,ENSG00000149948,8091,other,19179606
mirnet-hsa-1880,has-let-7a3b,NA,HMGA1,ENSG00000137309,3159,other,19179606
mirnet-hsa-1881,has-mir-106a,NA,RB1,ENSG00000139687,5925,other,19175831
mirnet-hsa-1882,has-mir-106b,NA,RB1,ENSG00000139687,5925,other,19175831
mirnet-hsa-1883,has-mir-15a,NA,BCL2,ENSG00000171791,596,Immunoblot analysis,18931683
mirnet-hsa-1884,has-mir-15a,NA,CCND1,ENSG00000110092,595,Immunoblot analysis,18931683
mirnet-hsa-1885,has-mir-15a,NA,WNT3A,ENSG00000154342,89780,Immunoblot analysis,18931683
mirnet-hsa-1886,has-mir-16,NA,BCL2,ENSG00000171791,596,Immunoblot analysis,18931683
mirnet-hsa-1887,has-mir-16,NA,CCND1,ENSG00000110092,595,Immunoblot analysis,18931683
mirnet-hsa-1888,has-mir-16,NA,WNT3A,ENSG00000154342,89780,Immunoblot analysis,18931683
mirnet-hsa-1889,has-mir-186,NA,P2RX7,ENSG00000089041,5027,other,18682393
mirnet-hsa-1890,has-mir-199a*,NA,KRT7,ENSG00000135480,3855,Western blot,0
mirnet-hsa-1891,has-mir-320,NA,POLR3D,ENSG00000168495,661,other,18852463
mirnet-hsa-1892,hsa-mir-124a,NA,CDK6,ENSG00000105810,1021,Western blot,19435910
mirnet-hsa-1893,hsa-mir-124a,NA,CDK2,ENSG00000123374,1017,Western blot,19404929
mirnet-hsa-1894,hsa-mir-124a,NA,MCP1,NA,NA,enzyme-linked immunosorbent assay,19404929
mirnet-hsa-1895,hsa-mir-124a,NA,JAG1,ENSG00000101384,182,Western blot,21887253
mirnet-hsa-1896,hsa-mir-17-5p,NA,IL-8,NA,NA,other,20406904
mirnet-hsa-1897,hsa-mir-17-92,NA,PTPRO,ENSG00000151490,5800,Western blot,18644370
mirnet-hsa-1898,hsa-mir-17-92,NA,HIF1A,ENSG00000100644,3091,Western blot,18632605
mirnet-hsa-1899,hsa-mir-18,NA,HSF2,ENSG00000025156,3298,Western blot,20724452
mirnet-hsa-1900,hsa-mir-199a,NA,LIF,ENSG00000128342,3976,ELISA,19011087
mirnet-hsa-1901,hsa-mir-296,NA,PUMA,NA,NA,Western blot,21633093
mirnet-hsa-1902,hsa-mir-296,NA,IKBKE,ENSG00000263528,9641,other,22114321
mirnet-hsa-1903,hsa-mir-342,NA,DNMT1,ENSG00000130816,1786,Western blot,21565830
mirnet-hsa-1904,hsa-mir-34c,NA,NOTCH3,ENSG00000074181,4854,other,18803879
mirnet-hsa-1905,hsa-mir-34c,NA,NOTCH2,ENSG00000134250,4853,other,18803879
mirnet-hsa-1906,hsa-mir-34c,NA,NOTCH4,ENSG00000204301,4855,other,18803879
mirnet-hsa-1907,hsa-mir-34c,NA,NOTCH4,ENSG00000223355,4855,other,18803879
mirnet-hsa-1908,hsa-mir-34c,NA,NOTCH4,ENSG00000206312,4855,other,18803879
mirnet-hsa-1909,hsa-mir-34c,NA,NOTCH4,ENSG00000235396,4855,other,18803879
mirnet-hsa-1910,hsa-mir-34c,NA,NOTCH4,ENSG00000238196,4855,other,18803879
mirnet-hsa-1911,hsa-mir-34c,NA,NOTCH4,ENSG00000234876,4855,other,18803879
mirnet-hsa-1912,hsa-mir-34c,NA,NOTCH4,ENSG00000232339,4855,other,18803879
mirnet-hsa-1913,hsa-mir-34c,NA,HMGA2,ENSG00000149948,8091,other,18803879
mirnet-hsa-1914,hsa-mir-34c,NA,NOTCH1,ENSG00000148400,4851,other,18803879
mirnet-hsa-1915,hsa-mir-34c,NA,BCL2,ENSG00000171791,596,Western blot,18803879
mirnet-hsa-1916,hsa-mir-380-5p,NA,p53,NA,NA,Western blot,20871609
mirnet-hsa-1917,hsa-mir-92-1,NA,VHL,ENSG00000134086,7428,Western blot,19336759
mirnet-hsa-1918,hsa-mir-129,NA,NOTCH1,ENSG00000148400,4851,other,17150773
mirnet-hsa-1919,hsa-mir-16-1,NA,CCND1,ENSG00000110092,595,other,18483394
mirnet-hsa-1920,hsa-mir-17-19b-1,NA,CDKN1A,ENSG00000124762,1026,other,18941111
mirnet-hsa-1921,hsa-mir-17-19b-1,NA,TP53INP1,ENSG00000164938,94241,other,18941111
mirnet-hsa-1922,hsa-mir-200,NA,ZEB1,ENSG00000148516,6935,other,18381893
mirnet-hsa-1923,hsa-mir-200,NA,ZEB2,ENSG00000169554,9839,other,18381893
mirnet-hsa-1924,hsa-mir-219,NA,PHLPP,NA,NA,Western blot,17553428
mirnet-hsa-1925,hsa-mir-330,NA,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1926,hsa-mir-520c,NA,CD44,ENSG00000026508,960,Western blot,18193036
mirnet-hsa-1927,hsa-p-2,NA,CREB3L3,ENSG00000060566,84699,Immunoblot analysis,18952845
mirnet-hsa-1928,hsa-p-27⊓5p,NA,LAMB3,ENSG00000196878,3914,immunoblotting,18952845
